Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 1  sensor 2 (°F), Commanded fuel rail pressure A (inHg), Fuel rail pressure A (inHg), Boost (psi), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
659.706,34.51416,7.382525,1299.5,14.291537,0.623133,29.234798,78.8,0,87.8,100.4,891.809,1184.157,-10.732793,-5.0327306,-5.0018725,5.677463,22.94627,4.855229,23.569704,45.04977,-93.054985,924.1425
659.805,34.51416,7.382525,1299.5,14.291537,0.623133,29.234798,78.8,0,87.8,100.4,891.809,1184.157,-10.732793,-5.0327306,-5.0018725,5.677463,22.94627,4.855229,23.569704,45.04977,-93.054985,924.1425
659.905,33.367767,7.677826,1240,13.670166,0.616518,29.234798,78.8,0,87.8,100.4,891.809,1195.969,-10.587755,-5.0488324,-4.9976482,5.6171927,23.792042,4.8559136,23.570679,45.04977,-93.054985,924.1425
660.006,33.367767,7.677826,1240,13.670166,0.616518,29.234798,78.8,0,87.8,100.4,891.809,1195.969,-10.587755,-5.0488324,-4.9976482,5.6171927,23.792042,4.8559136,23.570679,45.04977,-93.054985,924.1425
660.106,32.2665,7.677826,1166,13.048795,0.60858,29.234798,78.8,0,87.8,102.2,891.809,1195.969,-10.587755,-5.035696,-4.99441,5.544868,24.976223,4.856572,23.57154,45.04977,-93.054985,924.1425
660.205,36.621243,7.382525,1152.5,12.4274235,0.510678,29.234798,78.8,0,87.8,102.2,891.809,1195.969,-10.732793,-5.029419,-5.0484815,4.652868,21.203806,4.857196,23.572618,45.04977,-93.054985,924.1425
660.306,36.621243,7.382525,1152.5,12.4274235,0.510678,29.234798,78.8,0,87.8,102.2,891.809,1195.969,-10.732793,-5.029419,-5.0484815,4.652868,21.203806,4.857196,23.572618,45.049717,-93.054985,924.006
660.406,34.34529,7.382525,1033.5,11.806052,0.517293,29.234798,78.8,0,87.8,102.2,891.809,1021.74146,-10.732793,-5.044641,-5.0472493,4.713138,23.951557,4.857788,23.57352,45.049717,-93.054985,924.006
660.505,34.34529,7.382525,1033.5,11.806052,0.517293,29.234798,78.8,0,87.8,102.2,891.809,1021.74146,-10.732793,-5.044641,-5.0472493,4.713138,23.951557,4.857788,23.57352,45.049717,-93.054985,924.006
660.605,31.412888,7.677826,1028.5,11.184682,0.535815,29.234798,78.8,0,87.8,102.2,891.809,841.60785,-10.587755,-5.063727,-5.0478673,4.8818946,24.929766,4.8583455,23.574196,45.049717,-93.054985,924.006
660.706,31.412888,7.677826,1028.5,11.184682,0.535815,29.234798,78.8,0,87.8,102.2,891.809,841.60785,-10.587755,-5.063727,-5.0478673,4.8818946,24.929766,4.8583455,23.574196,45.049717,-93.054985,924.006
660.805,33.39165,7.382525,1046,11.184682,0.504063,29.234798,78.8,0,87.8,102.2,891.809,753.0176,-10.732793,-2.5413105,-4.5434976,4.5925975,23.060078,4.8589044,23.574993,45.049717,-93.054985,924.006
660.905,31.53656,7.087224,1087.5,10.563311,0.504063,29.234798,78.8,0,87.8,102.2,891.809,782.54767,-10.8778305,-2.4963117,-4.5358677,4.5925975,22.180084,4.85944,23.57565,45.049717,-93.054985,924.006
661.006,31.53656,7.087224,1087.5,10.563311,0.504063,29.234798,78.8,0,87.8,102.2,891.809,782.54767,-10.8778305,-2.4963117,-4.5358677,4.5925975,22.180084,4.85944,23.57565,45.049717,-93.054985,924.006
661.105,31.53656,6.791923,1135.75,10.563311,0.504063,29.234798,78.8,0,87.8,102.2,891.809,794.3597,-11.022868,-2.4963117,-4.030138,4.5925975,21.237808,4.8599696,23.576298,45.049717,-93.054985,924.006
661.206,31.53656,6.791923,1135.75,10.563311,0.504063,29.234798,78.8,0,87.8,102.2,891.809,794.3597,-11.022868,-2.4963117,-4.030138,4.5925975,21.237808,4.8599696,23.576298,45.049717,-93.054985,924.006
661.306,31.239336,6.791923,1187,9.941939,0.478926,29.234798,78.8,0,87.8,102.2,891.809,741.2055,-11.022868,-2.5226047,-4.032179,4.36357,19.307468,4.8604684,23.57689,45.049675,-93.05498,923.3564
661.405,31.239336,6.791923,1187,9.941939,0.478926,29.234798,78.8,0,87.8,102.2,891.809,741.2055,-11.022868,-2.5226047,-4.032179,4.36357,19.307468,4.8604684,23.57689,45.049675,-93.05498,923.3564
661.505,30.076168,6.496622,1213,9.941939,0.497448,29.234798,78.8,0,87.8,102.2,891.809,755.9706,-11.167906,-2.5226047,-3.528113,4.532327,19.624315,4.8609376,23.577383,45.049675,-93.05498,923.3564
661.605,30.076168,6.496622,1213,9.941939,0.497448,29.234798,78.8,0,87.8,102.2,891.809,755.9706,-11.167906,-2.5226047,-3.528113,4.532327,19.624315,4.8609376,23.577383,45.049675,-93.05498,923.3564
661.706,31.239336,6.496622,1228.5,9.941939,0.478926,29.234798,78.8,0.39215687,87.8,102.2,891.809,773.6886,-11.167906,5.4636962E-15,-3.0224123,4.36357,18.655241,4.8614373,23.577976,45.049675,-93.05498,923.3564
661.805,29.697058,6.201321,1210,9.320568,0.472311,29.234798,78.8,2.745098,89.6,104,1187.11,930.1981,-11.312943,-2.5329463,-3.0275629,4.3033,18.678858,4.8619027,23.578442,45.049675,-93.05498,923.3564
661.905,29.697058,6.201321,1210,9.320568,0.472311,29.234798,78.8,2.745098,89.6,104,1187.11,930.1981,-11.312943,-2.5329463,-3.0275629,4.3033,18.678858,4.8619027,23.578442,45.049675,-93.05498,923.3564
662.006,18.698147,7.973127,1193.75,9.320568,0.750141,29.234798,78.8,0,89.6,104,891.809,1030.6005,-10.442718,-2.5329463,-2.5231178,6.834653,30.070257,4.8623695,23.577852,45.049675,-93.05498,923.3564
662.106,18.698147,7.973127,1193.75,9.320568,0.750141,29.234798,78.8,0,89.6,104,891.809,1030.6005,-10.442718,-2.5329463,-2.5231178,6.834653,30.070257,4.8623695,23.577852,45.049675,-93.05498,923.3564
662.206,21.077236,7.677826,1227.75,9.320568,0.665469,29.234798,78.8,0,89.6,104,891.809,874.09094,-10.587755,5.4636962E-15,-2.0186346,6.063193,25.937344,4.862835,23.577583,45.049675,-93.05498,923.3564
662.305,21.077236,7.677826,1227.75,9.320568,0.665469,29.234798,78.8,0,89.6,104,891.809,874.09094,-10.587755,5.4636962E-15,-2.0186346,6.063193,25.937344,4.862835,23.577583,45.049656,-93.05499,923.3392
662.405,19.983524,7.973127,1217,9.320568,0.629748,29.234798,78.8,0,89.6,104,891.809,800.2657,-10.442718,5.4636962E-15,-1.5103725,6.3950353,27.598562,4.8633013,23.577177,45.049656,-93.05499,923.3392
662.506,19.983524,7.973127,1217,9.320568,0.629748,29.234798,78.8,0,89.6,104,891.809,800.2657,-10.442718,5.4636962E-15,-1.5103725,6.3950353,27.598562,4.8633013,23.577177,45.049656,-93.05499,923.3392
662.606,21.423779,7.382525,1199.5,9.320568,0.587412,29.234798,78.8,0,89.6,104,891.809,776.6416,-10.732793,5.4636962E-15,-1.5103725,5.965117,26.118774,4.863765,23.576952,45.049656,-93.05499,923.3392
662.705,23.143934,7.087224,1188.25,9.320568,0.543753,29.234798,78.8,0,89.6,104,891.809,809.12476,-10.8778305,5.4636962E-15,-1.0111102,5.521764,24.40642,4.864234,23.576908,45.049656,-93.05499,923.3392
662.805,23.143934,7.087224,1188.25,9.320568,0.543753,29.234798,78.8,0,89.6,104,891.809,809.12476,-10.8778305,5.4636962E-15,-1.0111102,5.521764,24.40642,4.864234,23.576908,45.049656,-93.05499,923.3392
662.905,24.642895,6.791923,1172.5,9.320568,0.510678,29.234798,78.8,0,89.6,104,891.809,823.8898,-11.022868,5.4636962E-15,-1.0111102,5.18589,23.22975,4.864703,23.577007,45.049656,-93.05499,923.3392
663.005,24.642895,6.791923,1172.5,9.320568,0.510678,29.234798,78.8,0,89.6,104,891.809,823.8898,-11.022868,5.4636962E-15,-1.0111102,5.18589,23.22975,4.864703,23.577007,45.049656,-93.05499,923.3392
663.105,26.276678,6.496622,1165.5,9.320568,0.478926,29.234798,78.8,0,89.6,104,891.809,797.3127,-11.167906,5.4636962E-15,-0.50658923,4.8634515,21.916256,4.865172,23.57724,45.049656,-93.05499,923.3392
663.206,26.276678,6.496622,1165.5,9.320568,0.478926,29.234798,78.8,0,89.6,104,891.809,797.3127,-11.167906,5.4636962E-15,-0.50658923,4.8634515,21.916256,4.865172,23.57724,45.049656,-93.05499,923.3392
663.305,25.918684,6.496622,1155.5,9.320568,0.485541,29.234798,78.8,0,89.6,104,891.809,800.2657,-11.167906,5.4636962E-15,-0.50658923,4.930626,22.411255,4.8656397,23.577446,45.04963,-93.055176,922.7612
663.406,25.918684,6.496622,1155.5,9.320568,0.485541,29.234798,78.8,0,89.6,104,891.809,800.2657,-11.167906,5.4636962E-15,-0.50658923,4.930626,22.411255,4.8656397,23.577446,45.04963,-93.055176,922.7612
663.506,26.6447,6.791923,1164.75,9.320568,0.472311,29.234798,78.8,0,89.6,104,891.809,815.03076,-11.022868,5.4636962E-15,-0.50658923,4.7962766,21.627462,4.866105,23.577705,45.04963,-93.055176,922.7612
663.605,26.6447,6.791923,1164.75,9.320568,0.472311,29.234798,78.8,0,89.6,104,891.809,815.03076,-11.022868,5.4636962E-15,-0.50658923,4.7962766,21.627462,4.866105,23.577705,45.04963,-93.055176,922.7612
663.705,26.33656,6.791923,1165,9.320568,0.478926,29.234798,78.8,0,89.6,104,891.809,764.8296,-11.022868,5.4636962E-15,2.8229097E-15,4.852393,21.875809,4.866572,23.577942,45.04963,-93.055176,922.7612
663.806,26.33656,6.496622,1149.75,9.320568,0.478926,29.234798,78.8,0,89.6,104,891.809,779.59467,-11.167906,5.4636962E-15,2.8229097E-15,4.852393,22.165964,4.8670425,23.57818,45.04963,-93.055176,922.7612
663.906,26.33656,6.496622,1149.75,9.320568,0.478926,29.234798,78.8,0,89.6,104,891.809,779.59467,-11.167906,5.4636962E-15,2.8229097E-15,4.852393,22.165964,4.8670425,23.57818,45.04963,-93.055176,922.7612
664.005,26.33656,6.496622,1140,9.320568,0.478926,29.234798,78.8,0,89.6,104,891.809,791.4067,-11.167906,5.4636962E-15,2.8229097E-15,4.852393,22.355541,4.867508,23.578417,45.04963,-93.055176,922.7612
664.105,26.33656,6.496622,1140,9.320568,0.478926,29.234798,78.8,0,89.6,104,891.809,791.4067,-11.167906,5.4636962E-15,2.8229097E-15,4.852393,22.355541,4.867508,23.578417,45.04963,-93.055176,922.7612
664.206,26.33656,6.496622,1125.75,9.320568,0.478926,29.234798,78.8,0,89.6,104,891.809,767.7826,-11.167906,5.4636962E-15,2.8229097E-15,4.852393,22.638523,4.8679743,23.578653,45.04963,-93.055176,922.7612
664.305,26.33656,6.496622,1125.75,9.320568,0.478926,29.234798,78.8,0,89.6,104,891.809,767.7826,-11.167906,5.4636962E-15,2.8229097E-15,4.852393,22.638523,4.8679743,23.578653,45.04963,-93.05524,921.9376
664.406,24.925058,6.496622,1129.25,8.699197,0.472311,29.234798,78.8,0,89.6,104,891.809,794.3597,-11.167906,-2.5153136,-0.5030627,4.7853713,22.25664,4.868412,23.578768,45.04963,-93.05524,921.9376
664.505,24.925058,6.496622,1129.25,8.699197,0.472311,29.234798,78.8,0,89.6,104,891.809,794.3597,-11.167906,-2.5153136,-0.5030627,4.7853713,22.25664,4.868412,23.578768,45.04963,-93.05524,921.9376
664.606,24.925058,6.791923,1120.5,8.699197,0.472311,29.234798,78.8,0,89.6,104,891.809,758.9236,-11.022868,-2.5153136,-0.5030627,4.7853713,22.430443,4.8688293,23.578876,45.04963,-93.05524,921.9376
664.706,27.084757,6.496622,1130.75,9.320568,0.465696,29.234798,78.8,0,89.6,104,891.809,767.7826,-11.167906,2.5229971,0.001536701,4.718349,21.915812,4.869297,23.57917,45.04963,-93.05524,921.9376
664.806,27.084757,6.496622,1130.75,9.320568,0.465696,29.234798,78.8,0,89.6,104,891.809,767.7826,-11.167906,2.5229971,0.001536701,4.718349,21.915812,4.869297,23.57917,45.04963,-93.05524,921.9376
664.906,27.084757,6.496622,1141,9.320568,0.465696,29.234798,78.8,2.3529413,89.6,104,1187.11,891.809,-11.167906,2.5229971,0.001536701,4.718349,21.718933,4.869763,23.579462,45.04963,-93.05524,921.9376
665.005,27.084757,6.496622,1141,9.320568,0.465696,29.234798,78.8,2.3529413,89.6,104,1187.11,891.809,-11.167906,2.5229971,0.001536701,4.718349,21.718933,4.869763,23.579462,45.04963,-93.05524,921.9376
665.106,18.398348,7.087224,1148.25,9.320568,0.697221,29.234798,78.8,2.745098,89.6,104,1187.11,1051.2716,-10.8778305,5.8279424E-15,0.001536701,6.9460225,31.771214,4.8702297,23.578825,45.04963,-93.05524,921.9376
665.206,18.398348,7.087224,1148.25,9.320568,0.697221,29.234798,78.8,2.745098,89.6,104,1187.11,1051.2716,-10.8778305,5.8279424E-15,0.001536701,6.9460225,31.771214,4.8702297,23.578825,45.04963,-93.05524,921.9376
665.304,17.156816,8.268428,1187.5,9.320568,0.756756,29.234798,78.8,3.137255,89.6,104,1187.11,1222.5461,-10.297679,5.8279424E-15,0.001536701,7.4486628,32.944183,4.870699,23.577976,45.04963,-93.05528,921.3114
665.405,17.156816,8.268428,1187.5,9.320568,0.756756,29.234798,78.8,3.137255,89.6,104,1187.11,1222.5461,-10.297679,5.8279424E-15,0.001536701,7.4486628,32.944183,4.870699,23.577976,45.04963,-93.05528,921.3114
665.506,16.201418,9.154331,1209.25,9.320568,0.810999,29.234798,78.8,3.5294118,89.6,105.8,1187.11,1195.969,-9.862566,5.8279424E-15,0.001536701,7.8879113,34.25942,4.8711724,23.576931,45.04963,-93.05528,921.3114
665.605,13.580051,11.81204,1255.75,9.320568,0.97902,29.234798,78.8,0,89.6,105.8,891.809,1181.204,-8.557226,5.8279424E-15,0.001536701,9.41052,39.35904,4.871641,23.575264,45.04963,-93.05528,921.3114
665.706,13.580051,11.81204,1255.75,9.320568,0.97902,29.234798,78.8,0,89.6,105.8,891.809,1181.204,-8.557226,5.8279424E-15,0.001536701,9.41052,39.35904,4.871641,23.575264,45.04963,-93.05528,921.3114
665.806,19.741106,10.630836,1276.5,9.320568,0.685314,29.234798,78.8,0,89.6,105.8,891.809,936.1042,-9.137378,5.8279424E-15,0.001536701,6.4735656,26.635252,4.872104,23.574827,45.04963,-93.05528,921.3114
665.906,19.741106,10.630836,1276.5,9.320568,0.685314,29.234798,78.8,0,89.6,105.8,891.809,936.1042,-9.137378,5.8279424E-15,0.001536701,6.4735656,26.635252,4.872104,23.574827,45.04963,-93.05528,921.3114
666.005,21.45988,9.744933,1269.5,9.320568,0.637686,29.234798,78.8,0,89.6,105.8,891.809,773.6886,-9.572491,5.8279424E-15,0.001536701,5.955082,24.637072,4.872569,23.574606,45.04963,-93.05528,921.3114
666.106,21.45988,9.744933,1269.5,9.320568,0.637686,29.234798,78.8,0,89.6,105.8,891.809,773.6886,-9.572491,5.8279424E-15,0.001536701,5.955082,24.637072,4.872569,23.574606,45.04963,-93.05528,921.3114
666.206,23.562511,8.85903,1228.75,9.320568,0.587412,29.234798,78.8,0,89.6,105.8,891.809,776.6416,-10.007604,5.8279424E-15,0.50459945,5.423672,23.182697,4.8730335,23.574604,45.04963,-93.05528,921.3114
666.306,23.562511,8.85903,1228.75,9.320568,0.587412,29.234798,78.8,0,89.6,105.8,891.809,776.6416,-10.007604,5.8279424E-15,0.50459945,5.423672,23.182697,4.8730335,23.574604,45.04962,-93.05532,922.40137
666.405,25.740936,8.268428,1193.5,9.320568,0.543753,29.234798,78.8,0,89.6,105.8,891.809,847.51385,-10.297679,5.8279424E-15,0.50459945,4.9646735,21.847528,4.873502,23.574795,45.04962,-93.05532,922.40137
666.505,27.300886,7.677826,1165,9.320568,0.517293,29.234798,78.8,0,89.6,105.8,891.809,874.09094,-10.587755,5.8279424E-15,2.8229097E-15,4.680996,21.103107,4.8739686,23.575104,45.04962,-93.05532,922.40137
666.606,27.300886,7.677826,1165,9.320568,0.517293,29.234798,78.8,0,89.6,105.8,891.809,874.09094,-10.587755,5.8279424E-15,2.8229097E-15,4.680996,21.103107,4.8739686,23.575104,45.04962,-93.05532,922.40137
666.706,29.08623,7.087224,1162.25,9.320568,0.485541,29.234798,78.8,0,89.6,105.8,891.809,888.856,-10.8778305,5.8279424E-15,2.8229097E-15,4.3936715,19.854645,4.874434,23.575531,45.04962,-93.05532,922.40137
666.806,29.08623,7.087224,1162.25,9.320568,0.485541,29.234798,78.8,0,89.6,105.8,891.809,888.856,-10.8778305,5.8279424E-15,2.8229097E-15,4.3936715,19.854645,4.874434,23.575531,45.04962,-93.05532,922.40137
666.905,29.90097,6.791923,1154.75,9.320568,0.472311,29.234798,78.8,0,89.6,105.8,891.809,871.13794,-11.022868,5.8279424E-15,2.8229097E-15,4.273953,19.439085,4.8749003,23.576008,45.04962,-93.05532,922.40137
667.006,29.90097,6.791923,1154.75,9.320568,0.472311,29.234798,78.8,0,89.6,105.8,891.809,871.13794,-11.022868,5.8279424E-15,2.8229097E-15,4.273953,19.439085,4.8749003,23.576008,45.04962,-93.05532,922.40137
667.106,27.522108,6.496622,1131.75,8.699197,0.478926,29.234798,78.8,0,89.6,105.8,891.809,838.65485,-11.167906,-2.5353901,-0.507078,4.333812,20.111925,4.8753343,23.576307,45.04962,-93.05532,922.40137
667.206,30.37501,6.496622,1119.5,8.699197,0.433944,29.234798,78.8,0,89.6,105.8,891.809,859.3259,-11.167906,-2.5353901,-0.507078,3.926769,18.422363,4.8757706,23.57678,45.04962,-93.05532,922.40137
667.305,30.37501,6.496622,1119.5,8.699197,0.433944,29.234798,78.8,0,89.6,105.8,891.809,859.3259,-11.167906,-2.5353901,-0.507078,3.926769,18.422363,4.8757706,23.57678,45.049625,-93.055336,922.7671
667.405,27.907572,6.496622,1108,8.699197,0.472311,29.234798,78.8,0,89.6,105.8,891.809,823.8898,-11.167906,5.8279424E-15,-0.507078,4.273953,20.259281,4.876205,23.577106,45.049625,-93.055336,922.7671
667.506,27.907572,6.496622,1108,8.699197,0.472311,29.234798,78.8,0,89.6,105.8,891.809,823.8898,-11.167906,5.8279424E-15,-0.507078,4.273953,20.259281,4.876205,23.577106,45.049625,-93.055336,922.7671
667.606,29.131588,6.496622,1105.25,8.699197,0.452466,29.234798,78.8,5.098039,89.6,105.8,1187.11,838.65485,-11.167906,5.8279424E-15,-0.507078,4.094375,19.45634,4.8766384,23.577505,45.049625,-93.055336,922.7671
667.706,29.131588,6.496622,1105.25,8.699197,0.452466,29.234798,78.8,5.098039,89.6,105.8,1187.11,838.65485,-11.167906,5.8279424E-15,-0.507078,4.094375,19.45634,4.8766384,23.577505,45.049625,-93.055336,922.7671
667.805,14.716401,7.973127,1117.5,8.699197,0.895671,29.234798,78.8,5.098039,89.6,105.8,1187.11,1006.97644,-10.442718,5.8279424E-15,-0.507078,8.104947,38.09226,4.8770723,23.576242,45.049625,-93.055336,922.7671
667.905,14.716401,7.973127,1117.5,8.699197,0.895671,29.234798,78.8,5.098039,89.6,105.8,1187.11,1006.97644,-10.442718,5.8279424E-15,-0.507078,8.104947,38.09226,4.8770723,23.576242,45.049625,-93.055336,922.7671
668.006,7.7835965,11.81204,1199.25,8.699197,1.69344,29.234798,78.8,4.7058825,89.6,105.8,1647.7795,1396.7737,-8.557226,5.8279424E-15,-0.507078,15.323977,67.11133,4.8775077,23.571974,45.049625,-93.055336,922.7671
668.106,7.7835965,11.81204,1199.25,8.699197,1.69344,29.234798,78.8,4.7058825,89.6,105.8,1647.7795,1396.7737,-8.557226,5.8279424E-15,-0.507078,15.323977,67.11133,4.8775077,23.571974,45.049625,-93.055336,922.7671
668.205,6.809982,16.241554,1351.75,8.699197,1.935549,29.234798,78.8,1.9607843,89.6,105.8,1999.1877,1931.2686,-6.3816605,5.8279424E-15,-0.507078,17.514828,68.052414,4.877943,23.5668,45.049625,-93.055336,922.7671
668.305,8.814737,18.013361,1478,9.320568,1.602153,29.234798,78.8,0,89.6,105.8,891.809,1559.1893,-5.511434,2.537864,0.0004947943,14.497919,51.51875,4.8784075,23.563042,45.049534,-93.05533,922.6561
668.406,8.814737,18.013361,1478,9.320568,1.602153,29.234798,78.8,0,89.6,105.8,891.809,1559.1893,-5.511434,2.537864,0.0004947943,14.497919,51.51875,4.8784075,23.563042,45.049534,-93.05533,922.6561
668.506,13.555538,14.76505,1525,9.320568,1.042524,29.234798,78.8,0,89.6,105.8,891.809,1051.2716,-7.106849,2.537864,0.0004947943,9.427537,32.468517,4.878869,23.561396,45.049534,-93.05533,922.6561
668.605,13.555538,14.76505,1525,9.320568,1.042524,29.234798,78.8,0,89.6,105.8,891.809,1051.2716,-7.106849,2.537864,0.0004947943,9.427537,32.468517,4.878869,23.561396,45.049534,-93.05533,922.6561
668.705,18.83909,11.81204,1484.75,9.320568,0.750141,29.234798,78.8,0,89.6,105.8,891.809,877.04395,-8.557226,5.8279424E-15,0.0004947943,6.7835197,23.995832,4.879341,23.560825,45.049534,-93.05533,922.6561
668.805,18.83909,11.81204,1484.75,9.320568,0.750141,29.234798,78.8,0,89.6,105.8,891.809,877.04395,-8.557226,5.8279424E-15,0.0004947943,6.7835197,23.995832,4.879341,23.560825,45.049534,-93.05533,922.6561
668.905,21.217657,10.335535,1400.25,9.941939,0.710451,29.234798,78.8,0,89.6,105.8,891.809,877.04395,-9.282415,2.543552,1.0162832,6.4246035,24.097656,4.879836,23.560562,45.049534,-93.05533,922.6561
669.006,21.217657,10.335535,1400.25,9.941939,0.710451,29.234798,78.8,0,89.6,105.8,891.809,877.04395,-9.282415,2.543552,1.0162832,6.4246035,24.097656,4.879836,23.560562,45.049534,-93.05533,922.6561
669.106,20.64109,9.449632,1309.75,9.941939,0.730296,29.234798,78.8,0,89.6,105.8,891.809,939.0572,-9.717528,2.543552,1.0162832,6.6040616,26.482365,4.8803325,23.560223,45.049534,-93.05533,922.6561
669.206,22.210297,8.563729,1254.25,9.941939,0.678699,29.234798,78.8,0,89.6,105.8,891.809,924.2921,-10.152641,5.8279424E-15,1.0162832,6.1374702,25.700369,4.88083,23.560076,45.049534,-93.05533,922.6561
669.305,22.210297,8.563729,1254.25,9.941939,0.678699,29.234798,78.8,0,89.6,105.8,891.809,924.2921,-10.152641,5.8279424E-15,1.0162832,6.1374702,25.700369,4.88083,23.560076,45.049496,-93.055336,922.69366
669.406,23.111322,8.268428,1237,9.941939,0.652239,29.234798,78.8,0,89.6,105.8,891.809,891.809,-10.297679,5.8279424E-15,1.0162832,5.8981924,25.042826,4.8813267,23.56003,45.049496,-93.055336,922.69366
669.506,23.111322,8.268428,1237,9.941939,0.652239,29.234798,78.8,0,89.6,105.8,891.809,891.809,-10.297679,5.8279424E-15,1.0162832,5.8981924,25.042826,4.8813267,23.56003,45.049496,-93.055336,922.69366
669.605,25.661896,7.677826,1221.75,9.941939,0.587412,29.234798,78.8,0,89.6,105.8,891.809,915.4331,-10.587755,5.8279424E-15,1.0162832,5.3119626,22.8353,4.8818254,23.560226,45.049496,-93.055336,922.69366
669.706,25.661896,7.677826,1221.75,9.941939,0.587412,29.234798,78.8,0,89.6,105.8,891.809,915.4331,-10.587755,5.8279424E-15,1.0162832,5.3119626,22.8353,4.8818254,23.560226,45.049496,-93.055336,922.69366
669.806,26.637817,7.677826,1200,9.320568,0.530523,29.234798,78.8,0,89.6,105.8,891.809,888.856,-10.587755,-2.5241208,0.511459,4.797516,20.99758,4.882293,23.560488,45.049496,-93.055336,922.69366
669.905,26.637817,7.087224,1159.25,9.320568,0.530523,29.234798,78.8,0,89.6,105.8,891.809,874.09094,-10.8778305,-2.5241208,0.511459,4.797516,21.735687,4.882759,23.560747,45.049496,-93.055336,922.69366
670.005,26.637817,7.087224,1159.25,9.320568,0.530523,29.234798,78.8,0,89.6,105.8,891.809,874.09094,-10.8778305,-2.5241208,0.511459,4.797516,21.735687,4.882759,23.560747,45.049496,-93.055336,922.69366
670.106,28.791819,7.087224,1142.5,9.320568,0.490833,29.234798,78.8,0,89.6,105.8,891.809,838.65485,-10.8778305,5.8279424E-15,0.003886189,4.438599,20.404398,4.883225,23.561155,45.049496,-93.055336,922.69366
670.206,28.791819,7.087224,1142.5,9.320568,0.490833,29.234798,78.8,0,89.6,105.8,891.809,838.65485,-10.8778305,5.8279424E-15,0.003886189,4.438599,20.404398,4.883225,23.561155,45.049496,-93.055336,922.69366
670.306,28.73097,7.087224,1124,8.699197,0.459081,29.234798,78.8,0,89.6,105.8,891.809,877.04395,-10.8778305,-2.533783,-0.5028704,4.1514664,19.39855,4.8836594,23.561533,45.04946,-93.05533,923.28796
670.405,28.73097,7.087224,1124,8.699197,0.459081,29.234798,78.8,0,89.6,105.8,891.809,877.04395,-10.8778305,-2.533783,-0.5028704,4.1514664,19.39855,4.8836594,23.561533,45.04946,-93.05533,923.28796
670.506,27.945637,6.791923,1096.75,8.699197,0.472311,29.234798,78.8,0,89.6,105.8,891.809,832.74884,-11.022868,-2.533783,-0.5028704,4.2681317,20.439217,4.8840957,23.561863,45.04946,-93.05533,923.28796
670.606,27.945637,6.791923,1096.75,8.699197,0.472311,29.234798,78.8,0,89.6,105.8,891.809,832.74884,-11.022868,-2.533783,-0.5028704,4.2681317,20.439217,4.8840957,23.561863,45.04946,-93.05533,923.28796
670.705,25.94952,7.087224,1069.75,8.077826,0.472311,29.234798,78.8,0,89.6,105.8,891.809,838.65485,-10.8778305,-2.5237532,-1.5163314,4.2681317,20.955091,4.884501,23.562042,45.04946,-93.05533,923.28796
670.805,23.622555,7.087224,1065,7.4564543,0.478926,29.234798,78.8,0,89.6,105.8,891.809,850.46686,-10.8778305,-5.054287,-2.0224383,4.3279095,21.343351,4.884874,23.562048,45.04946,-93.05533,923.28796
670.906,23.622555,7.087224,1065,7.4564543,0.478926,29.234798,78.8,0,89.6,105.8,891.809,850.46686,-10.8778305,-5.054287,-2.0224383,4.3279095,21.343351,4.884874,23.562048,45.04946,-93.05533,923.28796
671.005,23.953403,7.087224,1061.5,7.4564543,0.472311,29.234798,78.8,0,89.6,105.8,891.809,823.8898,-10.8778305,-2.5305338,-2.0224383,4.2681317,21.117956,4.8852463,23.562077,45.04946,-93.05533,923.28796
671.105,23.953403,7.087224,1061.5,7.4564543,0.472311,29.234798,78.8,0,89.6,105.8,891.809,823.8898,-10.8778305,-2.5305338,-2.0224383,4.2681317,21.117956,4.8852463,23.562077,45.04946,-93.05533,923.28796
671.205,21.358995,7.087224,1054.25,6.835083,0.485541,29.234798,78.8,0,89.6,105.8,891.809,832.74884,-10.8778305,-2.5311496,-2.5286682,4.387687,21.85879,4.8855877,23.561907,45.04946,-93.05533,923.28796
671.306,21.358995,7.087224,1054.25,6.835083,0.485541,29.234798,78.8,0,89.6,105.8,891.809,832.74884,-10.8778305,-2.5311496,-2.5286682,4.387687,21.85879,4.8855877,23.561907,45.049442,-93.05541,923.47144
671.405,21.654009,7.087224,1044.5,6.835083,0.478926,29.234798,78.8,0,89.6,105.8,891.809,791.4067,-10.8778305,-2.5311496,-2.5286682,4.3279095,21.762249,4.885929,23.561762,45.049442,-93.05541,923.47144
671.505,21.654009,7.087224,1044.5,6.835083,0.478926,29.234798,78.8,0,89.6,105.8,891.809,791.4067,-10.8778305,-2.5311496,-2.5286682,4.3279095,21.762249,4.885929,23.561762,45.049442,-93.05541,923.47144
