Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
42.752,6.6295967,20.67107,1564.25,9.941939,16,2.255715,29.5301,78.8,5.882353,84.2,-4.351132,20.561586,69.037415,0.02028629,1.5941186,44.860516,-93.34227,825.36957
43.002,13.121482,17.127459,1824.75,9.941939,16,1.139103,29.5301,78.8,2.745098,84.2,-6.091585,10.388692,29.901403,0.0211265,1.6466864,44.860516,-93.34227,825.36957
43.251,12.888931,12.107341,1602.5,10.563311,35,1.109997,29.5301,78.8,3.5294118,84.2,-8.557226,11.23714,36.829163,0.0219692,1.7034612,44.860497,-93.34232,826.12256
43.502,7.829005,13.288545,1539.5,9.941939,26,1.7199,29.5301,78.8,5.882353,84.2,-7.9770756,17.41154,59.4007,0.022732291,1.7507203,44.860497,-93.34232,826.12256
43.751,6.6488957,16.536856,1581.75,10.563311,20.5,2.175012,29.5301,78.8,4.7058825,84.2,-6.3816605,21.783276,72.330154,0.023161888,1.7749732,44.860497,-93.34232,826.12256
44.001,14.708711,12.402642,1669.5,10.563311,16,1.006803,29.5301,78.8,0,84.2,-8.412189,9.846868,30.977455,0.024048688,1.8339913,44.860497,-93.34232,826.12256
44.252,14.97806,10.335535,1572.5,10.563311,18,1.006803,29.5301,78.8,0,84.2,-9.427453,9.669791,32.29688,0.024933139,1.8928603,44.860474,-93.34237,825.9618
44.501,18.188921,9.449632,1578.5,10.563311,19,0.838782,29.5301,78.8,0,84.2,-9.862566,7.962799,26.49447,0.02536086,1.9219007,44.860474,-93.34237,825.9618
44.751,18.513758,8.85903,1411.5,10.563311,18.5,0.858627,29.5301,78.8,0,84.2,-10.152641,7.823086,29.109268,0.026261833,1.9828657,44.860474,-93.34237,825.9618
45.002,18.513758,9.154331,1353,10.563311,18,0.858627,29.5301,78.8,0,84.2,-10.007604,7.823086,30.367872,0.026694018,2.0119512,44.860474,-93.34237,825.9618
45.252,11.69456,10.926137,1228.75,9.941939,19.5,1.279341,29.5301,78.8,7.45098,84.2,-9.137378,11.656278,49.823063,0.027523672,2.0651844,44.860447,-93.34242,825.8
45.502,6.314148,16.536856,1419.25,9.941939,20,2.369493,29.5301,78.8,9.411765,84.2,-6.3816605,21.588823,79.89216,0.028340794,2.1097162,44.860447,-93.34242,825.8
45.752,7.9519715,20.966372,1816.25,10.563311,15,1.999053,29.5301,78.8,4.3137255,84.2,-4.2060943,18.213686,52.669147,0.029206298,2.1495967,44.860447,-93.34242,825.8
46.002,9.542149,15.946254,1838.75,10.563311,22.5,1.497636,29.5301,78.8,5.098039,84.2,-6.671736,15.178417,43.35487,0.029702982,2.1778095,44.860447,-93.34242,825.8
46.252,6.405826,15.946254,1884.75,11.184682,25,2.401245,29.5301,78.8,8.235294,82.4,-6.671736,23.939835,66.71162,0.0306248,2.2241216,44.86042,-93.34247,825.8176
46.502,5.3143435,18.899263,1955.25,11.184682,24,2.929122,29.5301,78.8,7.8431373,82.4,-5.221359,28.856699,77.513695,0.031078435,2.2431607,44.86042,-93.34247,825.8176
46.752,4.982344,21.261671,2175,11.184682,19,3.196368,29.5301,78.8,7.45098,82.4,-4.0610566,30.77957,74.32542,0.03204014,2.2806342,44.86042,-93.34247,825.8176
47.001,8.793727,15.650953,2128,12.4274235,26,2.046681,29.5301,78.8,6.27451,82.4,-6.816774,19.376745,47.823708,0.03306158,2.330399,44.86042,-93.34247,825.8176
47.252,7.1538153,16.241554,2068.5,12.4274235,29,2.545452,29.5301,78.8,2.3529413,82.4,-6.526698,23.81859,60.477604,0.03356015,2.353978,44.8604,-93.34252,825.63245
47.502,22.563755,8.85903,1864.75,13.048795,21.5,0.867888,29.5301,78.8,0,82.4,-10.152641,7.9292426,22.332901,0.0346711,2.4228284,44.8604,-93.34252,825.63245
47.752,24.213034,7.677826,1660.25,13.048795,20.5,0.810999,29.5301,78.8,0,82.4,-10.732793,7.3891397,23.375153,0.035734985,2.489436,44.8604,-93.34252,825.63245
48.002,23.634695,7.677826,1539.75,13.048795,20,0.830844,29.5301,78.8,0,82.4,-10.732793,7.5699506,25.821228,0.036303554,2.5248134,44.8604,-93.34252,825.63245
48.252,23.634695,7.973127,1436.5,13.048795,18.5,0.830844,29.5301,78.8,1.5686275,82.4,-10.587755,7.5699506,27.677156,0.037366766,2.5904253,44.860386,-93.3426,825.66693
48.502,13.449857,10.630836,1397.25,12.4274235,21.5,1.390473,29.5301,78.8,3.9215686,82.4,-9.282415,12.668818,47.62073,0.038441535,2.6530097,44.860386,-93.3426,825.66693
48.752,12.020237,12.993244,1455.75,12.4274235,22.5,1.555848,29.5301,78.8,3.9215686,82.4,-8.122113,14.175576,51.14321,0.038950305,2.6802926,44.860386,-93.3426,825.66693
49.002,12.399824,13.879147,1537,12.4274235,24,1.50822,29.5301,78.8,3.5294118,82.4,-7.6870003,13.74163,46.956795,0.039990015,2.7362373,44.860386,-93.3426,825.66693
49.252,17.30208,12.697943,1570.5,12.4274235,20.5,1.080891,29.5301,78.8,0,82.4,-8.267151,9.848168,32.93454,0.041032255,2.795205,44.86037,-93.34268,826.1565
49.502,18.263306,10.926137,1529.5,12.4274235,20,1.024002,29.5301,78.8,0,82.4,-9.137378,9.3298435,32.037525,0.041963227,2.8485878,44.86037,-93.34268,826.1565
49.752,19.470798,10.335535,1495.75,12.4274235,19,0.960498,29.5301,78.8,0,82.4,-9.427453,8.751248,30.728764,0.042500667,2.8796751,44.86037,-93.34268,826.1565
50.002,13.223386,11.516739,1358,12.4274235,20,1.414287,29.5301,78.8,7.0588236,82.4,-8.847302,12.885792,49.836254,0.043594815,2.9399137,44.86037,-93.34268,826.1565
50.252,10.075409,13.879147,1436.5,12.4274235,20.5,1.856169,29.5301,78.8,7.45098,82.4,-7.6870003,16.911848,61.832886,0.044214305,2.9693782,44.860367,-93.34275,826.4849
50.502,5.588173,22.147575,1718.5,12.4274235,16.5,3.011148,29.5301,78.8,9.019608,82.4,-3.6259434,30.49186,93.18981,0.045246582,3.0063126,44.860367,-93.34275,826.4849
50.753,5.156367,23.033478,2067,12.4274235,14.5,3.258549,29.5301,78.8,8.235294,82.4,-3.1908302,33.04532,83.96601,0.046285026,3.0340126,44.860367,-93.34275,826.4849
51.002,5.0485616,23.32878,2121.75,13.048795,15.5,3.504627,29.5301,78.8,4.7058825,82.4,-3.0457926,35.438503,87.72336,0.046850916,3.0487065,44.860367,-93.34275,826.4849
51.252,21.34979,9.744933,1977.25,13.048795,17.5,0.849366,29.5301,78.8,0,82.4,-9.717528,8.380104,22.259834,0.047835838,3.1011443,44.860367,-93.34283,826.87146
51.502,23.200365,7.087224,1784.5,13.048795,20,0.801738,29.5301,78.8,0,82.4,-11.022868,7.7116666,22.69686,0.048937406,3.1624286,44.860367,-93.34283,826.87146
51.752,25.071941,7.087224,1716.5,13.048795,20,0.783216,29.5301,78.8,0,82.4,-11.022868,7.1360044,21.834606,0.04946448,3.1921525,44.860367,-93.34283,826.87146
52.003,23.411024,7.382525,1570.25,13.048795,19,0.838782,29.5301,78.8,0,82.4,-10.8778305,7.642275,25.561594,0.05056647,3.253543,44.860367,-93.34283,826.87146
52.251,23.634695,7.677826,1408.75,13.048795,18.5,0.830844,29.5301,78.8,0,82.4,-10.732793,7.5699506,28.222351,0.051629584,3.3123593,44.86037,-93.342896,826.3949
52.502,23.634695,8.268428,1346.25,13.048795,18,0.830844,29.5301,78.8,0,82.4,-10.442718,7.5699506,29.53258,0.052197862,3.3436599,44.86037,-93.342896,826.3949
52.752,23.119297,9.449632,1117.75,13.048795,17.5,0.849366,29.5301,78.8,0,82.4,-9.862566,7.7387075,36.362843,0.053254943,3.4015193,44.86037,-93.342896,826.3949
53.002,22.799677,9.449632,1278.75,12.4274235,9,0.82026,29.5301,78.8,0,82.4,-9.862566,7.473518,30.695415,0.054317567,3.4588466,44.86037,-93.342896,826.3949
53.252,22.799677,9.154331,1350,12.4274235,9,0.82026,29.5301,78.8,0,82.4,-10.007604,7.473518,29.075378,0.054823857,3.4861567,44.860367,-93.34298,826.32336
53.501,23.060032,8.563729,1327,12.4274235,17.5,0.810999,29.5301,78.8,0,82.4,-10.297679,7.3891397,29.245363,0.055870466,3.542485,44.860367,-93.34298,826.32336
53.752,20.753887,8.563729,1300.25,12.4274235,17,0.810999,29.5301,78.8,0,82.4,-10.297679,8.210211,33.16359,0.056891333,3.5964978,44.860367,-93.34298,826.32336
54.002,20.51957,8.85903,1296.75,12.4274235,16.5,0.82026,29.5301,78.8,0,82.4,-10.152641,8.303966,33.632824,0.057431124,3.624594,44.860367,-93.34298,826.32336
54.252,20.8503,8.563729,1303,12.4274235,16.5,0.810999,29.5301,78.8,0,82.4,-10.297679,8.172247,32.94057,0.058442894,3.6770983,44.860363,-93.34306,826.97943
54.502,19.168755,8.563729,1290.25,11.806052,16.5,0.858627,29.5301,78.8,0,82.4,-10.297679,8.444686,34.375076,0.059442308,3.7283378,44.860363,-93.34306,826.97943
54.752,17.176134,9.449632,1283.5,11.806052,16,0.969759,29.5301,78.8,0,82.4,-9.862566,9.424362,38.564716,0.059970737,3.7542374,44.860363,-93.34306,826.97943
55.002,17.116142,10.335535,1258,11.806052,18.5,0.996219,29.5301,78.8,0,82.4,-9.427453,9.457394,39.48434,0.060929473,3.8009655,44.860363,-93.34306,826.97943
55.252,17.192705,10.630836,1254,11.806052,16.5,1.014741,29.5301,78.8,0,82.4,-9.282415,9.4152775,39.433895,0.061929006,3.8493335,44.860367,-93.343124,827.4181
55.502,17.61141,10.630836,1264,11.806052,15,0.996219,29.5301,78.8,0,82.4,-9.282415,9.191433,38.191807,0.062404707,3.8724,44.860367,-93.343124,827.4181
55.752,17.64653,10.630836,1263.25,11.806052,16.5,1.006803,29.5301,78.8,0,82.4,-9.282415,9.173141,38.13843,0.06346864,3.9238145,44.860367,-93.343124,827.4181
56.002,16.717766,10.630836,1266,11.184682,15.5,1.006803,29.5301,78.8,0,82.4,-9.282415,9.173141,38.055588,0.064410284,3.9682112,44.860367,-93.343124,827.4181
56.252,16.586987,10.630836,1275.25,11.184682,16,1.014741,29.5301,78.8,0,82.4,-9.282415,9.245465,38.07742,0.064865455,3.989509,44.86037,-93.3432,827.527
56.502,15.7890005,10.926137,1264.5,10.563311,16.5,1.006803,29.5301,78.8,0,82.4,-9.137378,9.173141,38.10073,0.06574885,4.0299735,44.86037,-93.3432,827.527
56.752,15.7890005,10.926137,1259.75,10.563311,16.5,1.006803,29.5301,78.8,0,82.4,-9.137378,9.173141,38.244392,0.06664079,4.0705495,44.86037,-93.3432,827.527
57.002,15.665488,10.926137,1265.5,10.563311,16.5,1.014741,29.5301,78.8,0,82.4,-9.137378,9.245465,38.370785,0.06706969,4.089907,44.86037,-93.3432,827.527
57.252,14.860235,10.630836,1258,9.941939,17,1.006803,29.5301,78.8,0,82.4,-9.282415,9.173141,38.297592,0.06797687,4.1297874,44.860367,-93.34326,828.0648
57.502,14.860235,10.926137,1250.75,9.941939,16.5,1.006803,29.5301,78.8,0,82.4,-9.137378,9.173141,38.519585,0.06838289,4.1475697,44.860367,-93.34326,828.0648
57.752,14.351065,11.221438,1219,9.941939,16,1.042524,29.5301,78.8,13.725491,82.4,-8.99234,9.4986,40.92512,0.06921961,4.1837845,44.860367,-93.34326,828.0648
58.002,3.5690305,23.91938,1467,9.320568,17,3.957093,29.5301,78.8,11.372549,82.4,-2.755717,35.80674,128.1943,0.069992,4.1899414,44.860367,-93.34326,828.0648
58.252,4.2391057,27.462994,1829.75,9.941939,12,3.549609,29.5301,78.8,9.019608,82.4,-1.0152642,32.156555,92.302155,0.07039363,4.190219,44.860367,-93.34332,828.1404
58.502,4.0590706,25.100586,2128.5,10.563311,14,3.908142,29.5301,78.8,7.45098,82.4,-2.175566,35.681744,88.045364,0.07125192,4.1911383,44.860367,-93.34332,828.1404
58.752,4.16803,22.442877,2257,11.184682,18.5,4.029858,29.5301,78.8,9.411765,82.4,-3.4809058,36.793022,85.618576,0.07214302,4.1972923,44.860367,-93.34332,828.1404
59.001,3.7495034,24.509983,2390,11.184682,16,4.479678,29.5301,78.8,8.627451,82.4,-2.4656415,40.899925,89.8791,0.072600536,4.1941357,44.860367,-93.34332,828.1404
59.252,8.090426,16.241554,2252.25,12.4274235,27,2.304666,29.5301,78.8,6.27451,82.4,-6.526698,21.061163,49.11338,0.073786706,4.2275863,44.860367,-93.343376,827.72723
59.502,7.164622,15.946254,2143,12.4274235,28,2.610279,29.5301,78.8,6.27451,82.4,-6.671736,23.782663,58.28709,0.07429937,4.2395782,44.860367,-93.343376,827.72723
59.752,5.786411,20.67107,2085.75,12.4274235,23.5,3.238704,29.5301,78.8,8.235294,82.4,-4.351132,29.447233,74.15088,0.07536021,4.2595396,44.860367,-93.343376,827.72723
60.002,4.8955235,23.91938,2171,13.670166,16.5,4.107915,29.5301,78.8,10.196078,82.4,-2.755717,38.286644,92.62358,0.07648403,4.2737455,44.860367,-93.343376,827.72723
60.253,3.95071,27.167692,2287,13.670166,12.5,5.088258,29.5301,78.8,10.196078,82.4,-1.1603019,47.442905,108.953,0.07708801,4.2710094,44.86037,-93.343445,827.80707
60.501,3.962218,27.462994,2460.5,14.291537,14.5,5.292,29.5301,78.8,9.803922,82.4,-1.0152642,49.455345,105.56597,0.07837288,4.265341,44.86037,-93.343445,827.80707
60.752,5.4288793,23.62408,2505.25,15.53428,19,4.319595,29.5301,78.8,9.019608,82.4,-2.9007547,39.23319,82.25013,0.079644285,4.2770743,44.86037,-93.343445,827.80707
61.002,5.41521,23.32878,2473.25,16.155651,20.5,4.504815,29.5301,78.8,9.019608,82.4,-3.0457926,40.905514,86.865616,0.08029668,4.2843904,44.86037,-93.343445,827.80707
61.252,5.7018585,24.214682,2430.25,17.398394,20.5,4.608009,29.5301,78.8,9.019608,82.4,-2.6106794,41.837467,90.416664,0.08175436,4.3028913,44.860374,-93.34353,827.5306
61.501,6.2128906,23.91938,2414.25,18.641136,19.5,4.529952,29.5301,78.8,8.627451,82.4,-2.755717,41.13877,89.4959,0.083250575,4.325571,44.860374,-93.34353,827.5306
61.753,6.936519,22.738176,2390,18.641136,23.5,4.029858,29.5301,78.8,7.45098,82.4,-3.335868,36.84711,80.972885,0.08402047,4.340542,44.860374,-93.34353,827.5306
62.001,9.523699,20.080467,2281.25,19.262506,27,3.053484,29.5301,78.8,5.490196,82.4,-4.6412077,27.73191,63.847073,0.08564609,4.382178,44.860374,-93.34353,827.5306
62.253,15.35621,14.469749,2071.5,19.883879,32.5,1.951425,29.5301,78.8,2.3529413,82.4,-7.3969245,17.753735,45.013092,0.08732463,4.4432297,44.860374,-93.343636,827.31793
62.502,21.456535,12.697943,1974.25,20.505249,33.5,1.439424,29.5301,78.8,2.745098,82.4,-8.267151,13.103222,34.85861,0.08815534,4.4766784,44.860374,-93.343636,827.31793
62.752,29.399334,9.744933,1762.5,20.505249,32.5,1.051785,29.5301,78.8,3.9215686,82.4,-9.717528,9.563133,28.497395,0.08987697,4.5498486,44.860374,-93.343636,827.31793
63.002,16.063408,12.402642,1662,20.505249,28.5,1.920996,29.5301,78.8,4.7058825,82.4,-8.412189,17.502497,55.309925,0.09160362,4.6158843,44.860374,-93.343636,827.31793
63.252,14.514044,14.469749,1673.25,20.505249,23,2.126061,29.5301,78.8,0,82.4,-7.3969245,19.370876,60.80265,0.092437044,4.6444416,44.86038,-93.34376,826.79596
63.502,27.401207,13.288545,1690,21.126621,19.5,1.160271,29.5301,78.8,0,82.4,-7.9770756,10.571412,32.8534,0.09418866,4.71442,44.86038,-93.34376,826.79596
63.753,30.769344,10.630836,1526.25,21.126621,18.5,1.033263,29.5301,78.8,0,82.4,-9.282415,9.414222,32.396107,0.09591364,4.787313,44.86038,-93.34376,826.79596
64.002,30.769344,10.335535,1445.5,21.126621,18,1.033263,29.5301,78.8,0,82.4,-9.427453,9.414222,34.205853,0.09679193,4.8242774,44.86038,-93.34376,826.79596
64.252,35.496098,9.449632,1426.5,21.126621,18,0.895671,29.5301,78.8,0,82.4,-9.862566,8.1606,30.045841,0.098589726,4.9011135,44.860382,-93.34388,826.55646
64.502,33.100357,9.744933,1310.75,21.126621,19,0.960498,29.5301,78.8,3.5294118,82.4,-9.717528,8.751248,35.065838,0.10032795,4.975102,44.860382,-93.34388,826.55646
64.751,23.935118,10.926137,1444.25,21.126621,22,1.328292,29.5301,78.8,3.9215686,82.4,-9.137378,12.102278,44.010754,0.101196446,5.009156,44.860382,-93.34388,826.55646
65.002,12.850726,19.785168,1715.5,20.505249,18,2.401245,29.5301,78.8,4.7058825,82.4,-4.7862453,21.87812,66.98127,0.10295365,5.062512,44.860382,-93.34388,826.55646
65.253,19.245733,15.946254,1779.25,21.126621,18.5,1.485729,29.5301,78.8,0,82.4,-6.671736,15.051099,44.428875,0.10467227,5.123079,44.860386,-93.34401,826.2849
65.502,26.316471,13.583846,1728.5,21.126621,19,1.100736,29.5301,78.8,0,82.4,-7.832038,11.0071535,33.445656,0.105595924,5.1594234,44.860386,-93.34401,826.2849
65.751,28.547657,10.630836,1627.5,21.126621,19,1.033263,29.5301,78.8,0,82.4,-9.282415,10.1468725,32.74502,0.10733418,5.2286816,44.860386,-93.34401,826.2849
66.002,31.91349,9.744933,1485,21.126621,18,0.996219,29.5301,78.8,0,82.4,-9.717528,9.076708,32.102287,0.109068885,5.2989583,44.860386,-93.34401,826.2849
66.254,35.496098,9.449632,1459.75,21.126621,18,0.895671,29.5301,78.8,0,82.4,-9.862566,8.1606,29.36146,0.10993556,5.3347363,44.860386,-93.344124,826.5361
66.502,37.027515,9.449632,1314.25,21.126621,17.5,0.858627,29.5301,78.8,0,82.4,-9.862566,7.823086,31.263254,0.11171814,5.408673,44.860386,-93.344124,826.5361
66.752,38.049053,9.154331,1283.75,20.505249,17,0.810999,29.5301,78.8,0,82.4,-10.007604,7.3891397,30.23065,0.11344724,5.4805703,44.860386,-93.344124,826.5361
67.002,36.788754,9.449632,1109.5,20.505249,17,0.838782,29.5301,78.8,0,82.4,-9.862566,7.642275,36.17674,0.114294,5.5153437,44.860386,-93.344124,826.5361
67.252,38.049053,9.744933,1254,20.505249,-8,0.810999,29.5301,78.8,0,82.4,-9.717528,7.3891397,30.947844,0.11603062,5.586538,44.860363,-93.34425,825.9658
67.502,38.488564,9.154331,1353.5,20.505249,-3,0.801738,29.5301,78.8,0,82.4,-10.007604,7.304761,28.34535,0.117730945,5.6563725,44.860363,-93.34425,825.9658
67.752,39.398766,8.563729,1391.75,20.505249,2,0.783216,29.5301,78.8,0,82.4,-10.297679,7.1360044,26.929478,0.118573606,5.6910105,44.860363,-93.34425,825.9658
68.002,37.322243,8.268428,1434.5,19.883879,14,0.801738,29.5301,78.8,0,82.4,-10.442718,7.304761,26.744812,0.12024835,5.759135,44.860363,-93.34425,825.9658
68.253,33.496395,7.973127,1433.75,19.883879,18,0.801738,29.5301,78.8,0,82.4,-10.587755,8.139087,29.815105,0.12189655,5.824424,44.860363,-93.344376,826.65546
68.502,33.887836,7.973127,1426.25,19.883879,18,0.792477,29.5301,78.8,0,82.4,-10.587755,8.045072,29.625679,0.12273312,5.857487,44.860363,-93.344376,826.65546
68.752,34.067024,8.268428,1422.25,19.883879,17,0.801738,29.5301,78.8,0,82.4,-10.442718,8.002755,29.552734,0.12441313,5.923798,44.860363,-93.344376,826.65546
69.003,37.07061,7.677826,1418.75,19.883879,17,0.756756,29.5301,78.8,0,82.4,-10.732793,7.3543453,27.225271,0.12592217,5.983976,44.860363,-93.344376,826.65546
69.252,38.22091,7.677826,1396.5,19.262506,17,0.723681,29.5301,78.8,0,82.4,-10.732793,6.910102,25.988283,0.12753789,6.048414,44.860374,-93.3445,826.80865
69.502,38.31442,7.382525,1392.25,19.262506,17,0.730296,29.5301,78.8,0,82.4,-10.8778305,6.893237,26.003994,0.12820783,6.0751476,44.860374,-93.3445,826.80865
69.752,38.977016,7.677826,1388.5,19.262506,17,0.730296,29.5301,78.8,0.39215687,82.4,-10.732793,6.776054,25.63097,0.1298,6.138731,44.860374,-93.3445,826.80865
70.003,39.692913,7.382525,1375,19.262506,16.5,0.730296,29.5301,78.8,2.3529413,82.4,-10.8778305,6.653842,25.415804,0.13124281,6.196325,44.860374,-93.3445,826.80865
70.252,36.155922,7.973127,1374.75,19.262506,19.5,0.801738,29.5301,78.8,3.137255,82.4,-10.587755,7.304761,27.907206,0.13208269,6.2291465,44.86036,-93.344604,826.2464
70.502,15.7402935,11.516739,1413.5,19.262506,23.5,1.841616,29.5301,78.8,5.490196,82.4,-8.847302,16.779253,62.34633,0.13365301,6.281841,44.86036,-93.344604,826.2464
70.753,10.358776,23.033478,1834.5,19.262506,14.5,2.796822,29.5301,78.8,7.0588236,82.4,-3.1908302,25.49629,72.99504,0.13527028,6.3059983,44.86036,-93.344604,826.2464
71.002,10.2161875,22.442877,1939.5,19.262506,16.5,2.833866,29.5301,78.8,6.6666665,82.4,-3.4809058,25.852146,70.006905,0.13618474,6.3222466,44.86036,-93.344604,826.2464
71.252,12.366618,18.899263,2007,19.883879,21.5,2.417121,29.5301,78.8,5.098039,82.4,-5.221359,22.045645,57.69119,0.13788238,6.3603716,44.860367,-93.3447,825.7566
71.502,14.165399,17.422758,1976,19.883879,23,2.110185,29.5301,78.8,3.9215686,82.4,-5.946547,19.246197,51.155468,0.13870035,6.381107,44.860367,-93.3447,825.7566
71.752,21.281084,12.993244,1838.25,20.505249,37,1.450008,29.5301,78.8,4.3137255,82.4,-8.122113,13.211251,37.74622,0.1404213,6.4341903,44.860367,-93.3447,825.7566
72.002,21.785652,12.993244,1725.75,20.505249,32.5,1.426194,29.5301,78.8,6.27451,82.4,-8.122113,12.905271,39.275642,0.14227124,6.494611,44.860367,-93.3447,825.7566
72.252,9.282582,20.080467,1742.75,20.505249,20.5,3.34719,29.5301,78.8,7.45098,82.4,-4.6412077,30.28788,91.278366,0.1430984,6.505906,44.860367,-93.3448,825.56616
72.502,8.2339115,25.691187,1942.75,21.126621,15,3.883005,29.5301,78.8,10.588235,82.4,-1.8854905,35.180054,95.107254,0.14486764,6.5277214,44.860367,-93.3448,825.56616
72.752,7.8289657,26.57709,2199,21.126621,13,4.080132,29.5301,78.8,10.196078,82.4,-1.4503773,36.999706,88.37047,0.14663468,6.545316,44.860367,-93.3448,825.56616
73.003,8.909574,23.91938,2352.5,21.747992,15,3.66471,29.5301,78.8,8.235294,82.4,-2.755717,33.468395,74.72043,0.14828861,6.5605636,44.860367,-93.3448,825.56616
73.252,11.384176,21.556973,2344.25,22.369364,17.5,2.948967,29.5301,78.8,0,80.6,-3.916019,26.941677,60.36077,0.14926714,6.5788374,44.860256,-93.34492,825.63116
73.503,24.381586,12.993244,2052.5,22.369364,19,1.378566,29.5301,78.8,0,80.6,-8.122113,12.579527,32.18957,0.15109794,6.6321077,44.860256,-93.34492,825.63116
73.751,31.431765,10.040234,1925.75,22.990734,19.5,1.100736,29.5301,78.8,0,80.6,-9.572491,10.028979,27.352114,0.15203129,6.6643887,44.860256,-93.34492,825.63116
74.003,32.579308,8.85903,1671.75,22.369364,20,1.033263,29.5301,78.8,0,80.6,-10.152641,9.414222,29.576527,0.15421224,6.739904,44.860256,-93.34492,825.63116
74.288,33.115993,8.85903,1503.5,21.747992,18.5,0.988281,29.5301,78.8,0,80.6,-10.152641,9.004384,31.454634,0.15608704,6.8052382,44.860233,-93.34505,826.171
74.503,35.03916,9.154331,1400,21.747992,18,0.934038,29.5301,78.8,0,80.6,-10.007604,8.510167,31.925972,0.15697668,6.8364577,44.860233,-93.34505,826.171
74.752,35.390057,10.040234,1268.75,21.747992,17,0.924777,29.5301,78.8,0,80.6,-9.572491,8.425789,34.879368,0.1586053,6.8936453,44.860233,-93.34505,826.171
75.002,32.169823,11.81204,989.25,21.126621,14.5,0.988281,29.5301,78.8,0,80.6,-8.702264,9.004384,47.805958,0.16041282,6.955553,44.860233,-93.34505,826.171
75.253,32.439594,11.516739,1189.5,20.505249,-1,0.951237,29.5301,78.8,0,80.6,-8.847302,8.66687,38.267662,0.16124554,6.9838862,44.860226,-93.34518,826.1364
75.502,33.036922,10.040234,1416,20.505249,18,0.934038,29.5301,78.8,0,80.6,-9.572491,8.510167,31.565228,0.16294079,7.04152,44.860226,-93.34518,826.1364
75.753,32.68393,8.85903,1420,19.883879,18,0.915516,29.5301,78.8,0,80.6,-10.152641,8.341411,30.852135,0.16457948,7.0967903,44.860226,-93.34518,826.1364
76.002,29.31659,9.154331,1406.25,19.883879,18,0.915516,29.5301,78.8,0,80.6,-10.007604,9.299515,34.732162,0.16544938,7.1251845,44.860226,-93.34518,826.1364
76.252,28.122732,9.449632,1348.5,19.262506,17,0.924777,29.5301,78.8,0,82.4,-9.862566,9.391348,36.57725,0.16704711,7.176793,44.860226,-93.34529,827.0203
76.503,27.529188,9.449632,1353.5,18.641136,17,0.915516,29.5301,78.8,0,82.4,-9.862566,9.284352,36.026943,0.1686659,7.228273,44.860226,-93.34529,827.0203
76.753,27.92836,9.449632,1345.5,18.641136,17,0.924777,29.5301,78.8,0,82.4,-9.862566,9.151654,35.723167,0.17007262,7.272772,44.860226,-93.34529,827.0203
77.002,28.296442,9.449632,1349.5,18.019764,16.5,0.887733,29.5301,78.8,0,82.4,-9.862566,8.731522,33.98217,0.17079704,7.295763,44.860226,-93.34529,827.0203
77.253,27.975632,9.154331,1319.25,16.777021,17,0.858627,29.5301,78.8,0,82.4,-10.007604,8.222571,32.73517,0.17225865,7.341931,44.860226,-93.345406,827.4219
